"Time","sum(kube_deployment_spec_replicas{namespace=""openfaas-fn""})"
2023-05-25 01:24:15,12
2023-05-25 01:24:30,39
2023-05-25 01:24:45,39
2023-05-25 01:25:00,39
2023-05-25 01:25:15,39
2023-05-25 01:25:30,46
2023-05-25 01:25:45,46
2023-05-25 01:26:00,46
2023-05-25 01:26:15,46
2023-05-25 01:26:30,46
2023-05-25 01:26:45,46
2023-05-25 01:27:00,46
2023-05-25 01:27:15,46
2023-05-25 01:27:30,49
2023-05-25 01:27:45,49
2023-05-25 01:28:00,49
2023-05-25 01:28:15,49
2023-05-25 01:28:30,49
2023-05-25 01:28:45,49
2023-05-25 01:29:00,49
2023-05-25 01:29:15,49
2023-05-25 01:29:30,49
2023-05-25 01:29:45,49
2023-05-25 01:30:00,49
2023-05-25 01:30:15,49
2023-05-25 01:30:30,49
2023-05-25 01:30:45,49
2023-05-25 01:31:00,49
2023-05-25 01:31:15,49
2023-05-25 01:31:30,49
2023-05-25 01:31:45,49
2023-05-25 01:32:00,49
2023-05-25 01:32:15,49
2023-05-25 01:32:30,49
2023-05-25 01:32:45,49
2023-05-25 01:33:00,49
2023-05-25 01:33:15,49
2023-05-25 01:33:30,49
2023-05-25 01:33:45,49
2023-05-25 01:34:00,49
2023-05-25 01:34:15,49
2023-05-25 01:34:30,49
2023-05-25 01:34:45,49
2023-05-25 01:35:00,49
2023-05-25 01:35:15,49
2023-05-25 01:35:30,49
2023-05-25 01:35:45,49
2023-05-25 01:36:00,49
2023-05-25 01:36:15,49
2023-05-25 01:36:30,50
2023-05-25 01:36:45,50
2023-05-25 01:37:00,50
2023-05-25 01:37:15,50
2023-05-25 01:37:30,50
2023-05-25 01:37:45,50
2023-05-25 01:38:00,50
2023-05-25 01:38:15,50
2023-05-25 01:38:30,49
2023-05-25 01:38:45,49
2023-05-25 01:39:00,49
2023-05-25 01:39:15,49
2023-05-25 01:39:30,49
2023-05-25 01:39:45,49
2023-05-25 01:40:00,49
2023-05-25 01:40:15,49
2023-05-25 01:40:30,50
2023-05-25 01:40:45,50
2023-05-25 01:41:00,50
2023-05-25 01:41:15,50
2023-05-25 01:41:30,50
2023-05-25 01:41:45,50
2023-05-25 01:42:00,50
2023-05-25 01:42:15,50
2023-05-25 01:42:30,50

