"Time","sum(kube_deployment_spec_replicas{namespace=""openfaas-fn""})"
2023-05-25 03:32:00,10
2023-05-25 03:32:15,10
2023-05-25 03:32:30,44
2023-05-25 03:32:45,44
2023-05-25 03:33:00,44
2023-05-25 03:33:15,44
2023-05-25 03:33:30,44
2023-05-25 03:33:45,44
2023-05-25 03:34:00,44
2023-05-25 03:34:15,44
2023-05-25 03:34:30,44
2023-05-25 03:34:45,44
2023-05-25 03:35:00,44
2023-05-25 03:35:15,44
2023-05-25 03:35:30,45
2023-05-25 03:35:45,45
2023-05-25 03:36:00,45
2023-05-25 03:36:15,45
2023-05-25 03:36:30,45
2023-05-25 03:36:45,45
2023-05-25 03:37:00,45
2023-05-25 03:37:15,45
2023-05-25 03:37:30,45
2023-05-25 03:37:45,45
2023-05-25 03:38:00,45
2023-05-25 03:38:15,45
2023-05-25 03:38:30,46
2023-05-25 03:38:45,46
2023-05-25 03:39:00,46
2023-05-25 03:39:15,46
2023-05-25 03:39:30,48
2023-05-25 03:39:45,48
2023-05-25 03:40:00,48
2023-05-25 03:40:15,48
2023-05-25 03:40:30,49
2023-05-25 03:40:45,49
2023-05-25 03:41:00,49
2023-05-25 03:41:15,49
2023-05-25 03:41:30,50
2023-05-25 03:41:45,50
2023-05-25 03:42:00,50
2023-05-25 03:42:15,50
2023-05-25 03:42:30,49
2023-05-25 03:42:45,49
2023-05-25 03:43:00,49
2023-05-25 03:43:15,49
2023-05-25 03:43:30,49
2023-05-25 03:43:45,49
2023-05-25 03:44:00,49
2023-05-25 03:44:15,49
2023-05-25 03:44:30,48
2023-05-25 03:44:45,48
2023-05-25 03:45:00,48
2023-05-25 03:45:15,48
2023-05-25 03:45:30,47
2023-05-25 03:45:45,47
2023-05-25 03:46:00,47
2023-05-25 03:46:15,47
2023-05-25 03:46:30,47
2023-05-25 03:46:45,47
2023-05-25 03:47:00,47
2023-05-25 03:47:15,47
2023-05-25 03:47:30,48
2023-05-25 03:47:45,48
2023-05-25 03:48:00,48
2023-05-25 03:48:15,48
2023-05-25 03:48:30,49
2023-05-25 03:48:45,49
2023-05-25 03:49:00,49
2023-05-25 03:49:15,49
2023-05-25 03:49:30,49
2023-05-25 03:49:45,49
2023-05-25 03:50:00,49
2023-05-25 03:50:15,49
2023-05-25 03:50:30,46
2023-05-25 03:50:45,46
2023-05-25 03:51:00,46

