"Time","sum(kube_deployment_spec_replicas{namespace=""openfaas-fn""})"
2023-05-27 17:12:45,12
2023-05-27 17:13:00,12
2023-05-27 17:13:15,12
2023-05-27 17:13:30,43
2023-05-27 17:13:45,43
2023-05-27 17:14:00,43
2023-05-27 17:14:15,43
2023-05-27 17:14:30,49
2023-05-27 17:14:45,49
2023-05-27 17:15:00,49
2023-05-27 17:15:15,49
2023-05-27 17:15:30,50
2023-05-27 17:15:45,50
2023-05-27 17:16:00,50
2023-05-27 17:16:15,50
2023-05-27 17:16:30,50
2023-05-27 17:16:45,50
2023-05-27 17:17:00,50
2023-05-27 17:17:15,50
2023-05-27 17:17:30,50
2023-05-27 17:17:45,50
2023-05-27 17:18:00,50
2023-05-27 17:18:15,50
2023-05-27 17:18:30,50
2023-05-27 17:18:45,50
2023-05-27 17:19:00,50
2023-05-27 17:19:15,50
2023-05-27 17:19:30,50
2023-05-27 17:19:45,50
2023-05-27 17:20:00,50
2023-05-27 17:20:15,50
2023-05-27 17:20:30,50
2023-05-27 17:20:45,50
2023-05-27 17:21:00,50
2023-05-27 17:21:15,50
2023-05-27 17:21:30,50
2023-05-27 17:21:45,50
2023-05-27 17:22:00,50
2023-05-27 17:22:15,50
2023-05-27 17:22:30,50
2023-05-27 17:22:45,50
2023-05-27 17:23:00,50
2023-05-27 17:23:15,50
2023-05-27 17:23:30,50
2023-05-27 17:23:45,50
2023-05-27 17:24:00,50
2023-05-27 17:24:15,50
2023-05-27 17:24:30,50
2023-05-27 17:24:45,50
2023-05-27 17:25:00,50
2023-05-27 17:25:15,50
2023-05-27 17:25:30,50
2023-05-27 17:25:45,50
2023-05-27 17:26:00,50
2023-05-27 17:26:15,50
2023-05-27 17:26:30,49
2023-05-27 17:26:45,49
2023-05-27 17:27:00,49
2023-05-27 17:27:15,49
2023-05-27 17:27:30,49
2023-05-27 17:27:45,49
2023-05-27 17:28:00,49
2023-05-27 17:28:15,49
2023-05-27 17:28:30,49
2023-05-27 17:28:45,49
2023-05-27 17:29:00,49
2023-05-27 17:29:15,49
2023-05-27 17:29:30,49
2023-05-27 17:29:45,49
2023-05-27 17:30:00,49
2023-05-27 17:30:15,49
2023-05-27 17:30:30,50
2023-05-27 17:30:45,50
2023-05-27 17:31:00,50
2023-05-27 17:31:15,50
2023-05-27 17:31:30,50
2023-05-27 17:31:45,50
2023-05-27 17:32:00,50
2023-05-27 17:32:15,50

