"Time","sum(kube_deployment_spec_replicas{namespace=""openfaas-fn""})"
2023-05-27 16:46:45,12
2023-05-27 16:47:00,12
2023-05-27 16:47:15,12
2023-05-27 16:47:30,36
2023-05-27 16:47:45,36
2023-05-27 16:48:00,36
2023-05-27 16:48:15,36
2023-05-27 16:48:30,48
2023-05-27 16:48:45,48
2023-05-27 16:49:00,48
2023-05-27 16:49:15,48
2023-05-27 16:49:30,49
2023-05-27 16:49:45,49
2023-05-27 16:50:00,49
2023-05-27 16:50:15,49
2023-05-27 16:50:30,49
2023-05-27 16:50:45,49
2023-05-27 16:51:00,49
2023-05-27 16:51:15,49
2023-05-27 16:51:30,49
2023-05-27 16:51:45,49
2023-05-27 16:52:00,49
2023-05-27 16:52:15,49
2023-05-27 16:52:30,49
2023-05-27 16:52:45,49
2023-05-27 16:53:00,49
2023-05-27 16:53:15,49
2023-05-27 16:53:30,49
2023-05-27 16:53:45,49
2023-05-27 16:54:00,49
2023-05-27 16:54:15,49
2023-05-27 16:54:30,50
2023-05-27 16:54:45,50
2023-05-27 16:55:00,50
2023-05-27 16:55:15,50
2023-05-27 16:55:30,50
2023-05-27 16:55:45,50
2023-05-27 16:56:00,50
2023-05-27 16:56:15,50
2023-05-27 16:56:30,50
2023-05-27 16:56:45,50
2023-05-27 16:57:00,50
2023-05-27 16:57:15,50
2023-05-27 16:57:30,50
2023-05-27 16:57:45,50
2023-05-27 16:58:00,50
2023-05-27 16:58:15,50
2023-05-27 16:58:30,50
2023-05-27 16:58:45,50
2023-05-27 16:59:00,50
2023-05-27 16:59:15,50
2023-05-27 16:59:30,50
2023-05-27 16:59:45,50
2023-05-27 17:00:00,50
2023-05-27 17:00:15,50
2023-05-27 17:00:30,50
2023-05-27 17:00:45,50
2023-05-27 17:01:00,50
2023-05-27 17:01:15,50
2023-05-27 17:01:30,50
2023-05-27 17:01:45,50
2023-05-27 17:02:00,50
2023-05-27 17:02:15,50
2023-05-27 17:02:30,50
2023-05-27 17:02:45,50
2023-05-27 17:03:00,50
2023-05-27 17:03:15,50
2023-05-27 17:03:30,50
2023-05-27 17:03:45,50
2023-05-27 17:04:00,50
2023-05-27 17:04:15,50
2023-05-27 17:04:30,50
2023-05-27 17:04:45,50
2023-05-27 17:05:00,50
2023-05-27 17:05:15,50
2023-05-27 17:05:30,50
2023-05-27 17:05:45,50
2023-05-27 17:06:00,50
2023-05-27 17:06:15,50
2023-05-27 17:06:30,50
2023-05-27 17:06:45,50
2023-05-27 17:07:00,50

