"Time","sum(kube_deployment_spec_replicas{namespace=""openfaas-fn""})"
2023-05-27 20:26:00,12
2023-05-27 20:26:15,12
2023-05-27 20:26:30,40
2023-05-27 20:26:45,40
2023-05-27 20:27:00,40
2023-05-27 20:27:15,40
2023-05-27 20:27:30,40
2023-05-27 20:27:45,40
2023-05-27 20:28:00,40
2023-05-27 20:28:15,40
2023-05-27 20:28:30,44
2023-05-27 20:28:45,44
2023-05-27 20:29:00,44
2023-05-27 20:29:15,44
2023-05-27 20:29:30,44
2023-05-27 20:29:45,44
2023-05-27 20:30:00,44
2023-05-27 20:30:15,44
2023-05-27 20:30:30,44
2023-05-27 20:30:45,44
2023-05-27 20:31:00,44
2023-05-27 20:31:15,44
2023-05-27 20:31:30,44
2023-05-27 20:31:45,44
2023-05-27 20:32:00,44
2023-05-27 20:32:15,44
2023-05-27 20:32:30,44
2023-05-27 20:32:45,44
2023-05-27 20:33:00,44
2023-05-27 20:33:15,44
2023-05-27 20:33:30,44
2023-05-27 20:33:45,44
2023-05-27 20:34:00,44
2023-05-27 20:34:15,44
2023-05-27 20:34:30,44
2023-05-27 20:34:45,44
2023-05-27 20:35:00,44
2023-05-27 20:35:15,44
2023-05-27 20:35:30,44
2023-05-27 20:35:45,44
2023-05-27 20:36:00,44
2023-05-27 20:36:15,44
2023-05-27 20:36:30,44
2023-05-27 20:36:45,44
2023-05-27 20:37:00,44
2023-05-27 20:37:15,44
2023-05-27 20:37:30,44
2023-05-27 20:37:45,44
2023-05-27 20:38:00,44
2023-05-27 20:38:15,44
2023-05-27 20:38:30,44
2023-05-27 20:38:45,44
2023-05-27 20:39:00,44
2023-05-27 20:39:15,44
2023-05-27 20:39:30,44
2023-05-27 20:39:45,44
2023-05-27 20:40:00,44
2023-05-27 20:40:15,44
2023-05-27 20:40:30,44
2023-05-27 20:40:45,44
2023-05-27 20:41:00,44
2023-05-27 20:41:15,44
2023-05-27 20:41:30,44
2023-05-27 20:41:45,44
2023-05-27 20:42:00,44
2023-05-27 20:42:15,44
2023-05-27 20:42:30,44
2023-05-27 20:42:45,44
2023-05-27 20:43:00,44
2023-05-27 20:43:15,44
2023-05-27 20:43:30,44
2023-05-27 20:43:45,44
2023-05-27 20:44:00,44
2023-05-27 20:44:15,44
2023-05-27 20:44:30,44
2023-05-27 20:44:45,44
2023-05-27 20:45:00,44
2023-05-27 20:45:15,44
2023-05-27 20:45:30,41
2023-05-27 20:45:45,41
2023-05-27 20:46:00,41
2023-05-27 20:46:15,41
2023-05-27 20:46:30,43
2023-05-27 20:46:45,43
2023-05-27 20:47:00,43

