"Time","sum(kube_deployment_spec_replicas{namespace=""openfaas-fn""})"
2023-05-27 17:38:00,12
2023-05-27 17:38:15,12
2023-05-27 17:38:30,31
2023-05-27 17:38:45,31
2023-05-27 17:39:00,31
2023-05-27 17:39:15,31
2023-05-27 17:39:30,43
2023-05-27 17:39:45,43
2023-05-27 17:40:00,43
2023-05-27 17:40:15,43
2023-05-27 17:40:30,43
2023-05-27 17:40:45,43
2023-05-27 17:41:00,43
2023-05-27 17:41:15,43
2023-05-27 17:41:30,42
2023-05-27 17:41:45,42
2023-05-27 17:42:00,42
2023-05-27 17:42:15,42
2023-05-27 17:42:30,42
2023-05-27 17:42:45,42
2023-05-27 17:43:00,42
2023-05-27 17:43:15,42
2023-05-27 17:43:30,42
2023-05-27 17:43:45,42
2023-05-27 17:44:00,42
2023-05-27 17:44:15,42
2023-05-27 17:44:30,42
2023-05-27 17:44:45,42
2023-05-27 17:45:00,42
2023-05-27 17:45:15,42
2023-05-27 17:45:30,43
2023-05-27 17:45:45,43
2023-05-27 17:46:00,43
2023-05-27 17:46:15,43
2023-05-27 17:46:30,41
2023-05-27 17:46:45,41
2023-05-27 17:47:00,41
2023-05-27 17:47:15,41
2023-05-27 17:47:30,42
2023-05-27 17:47:45,42
2023-05-27 17:48:00,42
2023-05-27 17:48:15,42
2023-05-27 17:48:30,42
2023-05-27 17:48:45,42
2023-05-27 17:49:00,42
2023-05-27 17:49:15,42
2023-05-27 17:49:30,42
2023-05-27 17:49:45,42
2023-05-27 17:50:00,42
2023-05-27 17:50:15,42
2023-05-27 17:50:30,43
2023-05-27 17:50:45,43
2023-05-27 17:51:00,43
2023-05-27 17:51:15,43
2023-05-27 17:51:30,43
2023-05-27 17:51:45,43
2023-05-27 17:52:00,43
2023-05-27 17:52:15,43
2023-05-27 17:52:30,43
2023-05-27 17:52:45,43
2023-05-27 17:53:00,43
2023-05-27 17:53:15,43
2023-05-27 17:53:30,43
2023-05-27 17:53:45,43
2023-05-27 17:54:00,43
2023-05-27 17:54:15,43
2023-05-27 17:54:30,43
2023-05-27 17:54:45,43
2023-05-27 17:55:00,43
2023-05-27 17:55:15,43
2023-05-27 17:55:30,43
2023-05-27 17:55:45,43
2023-05-27 17:56:00,43
2023-05-27 17:56:15,43
2023-05-27 17:56:30,43
2023-05-27 17:56:45,43
2023-05-27 17:57:00,43
2023-05-27 17:57:15,43
2023-05-27 17:57:30,43
2023-05-27 17:57:45,43
2023-05-27 17:58:00,43
2023-05-27 17:58:15,43
2023-05-27 17:58:30,43
2023-05-27 17:58:45,43
2023-05-27 17:59:00,43

