"Time","sum(kube_deployment_spec_replicas{namespace=""openfaas-fn""})"
2023-05-27 20:59:15,12
2023-05-27 20:59:30,35
2023-05-27 20:59:45,35
2023-05-27 21:00:00,35
2023-05-27 21:00:15,35
2023-05-27 21:00:30,42
2023-05-27 21:00:45,42
2023-05-27 21:01:00,42
2023-05-27 21:01:15,42
2023-05-27 21:01:30,43
2023-05-27 21:01:45,43
2023-05-27 21:02:00,43
2023-05-27 21:02:15,43
2023-05-27 21:02:30,43
2023-05-27 21:02:45,43
2023-05-27 21:03:00,43
2023-05-27 21:03:15,43
2023-05-27 21:03:30,43
2023-05-27 21:03:45,43
2023-05-27 21:04:00,43
2023-05-27 21:04:15,43
2023-05-27 21:04:30,43
2023-05-27 21:04:45,43
2023-05-27 21:05:00,43
2023-05-27 21:05:15,43
2023-05-27 21:05:30,43
2023-05-27 21:05:45,43
2023-05-27 21:06:00,43
2023-05-27 21:06:15,43
2023-05-27 21:06:30,43
2023-05-27 21:06:45,43
2023-05-27 21:07:00,43
2023-05-27 21:07:15,43
2023-05-27 21:07:30,43
2023-05-27 21:07:45,43
2023-05-27 21:08:00,43
2023-05-27 21:08:15,43
2023-05-27 21:08:30,43
2023-05-27 21:08:45,43
2023-05-27 21:09:00,43
2023-05-27 21:09:15,43
2023-05-27 21:09:30,43
2023-05-27 21:09:45,43
2023-05-27 21:10:00,43
2023-05-27 21:10:15,43
2023-05-27 21:10:30,43
2023-05-27 21:10:45,43
2023-05-27 21:11:00,43
2023-05-27 21:11:15,43
2023-05-27 21:11:30,43
2023-05-27 21:11:45,43
2023-05-27 21:12:00,43
2023-05-27 21:12:15,43
2023-05-27 21:12:30,43
2023-05-27 21:12:45,43
2023-05-27 21:13:00,43
2023-05-27 21:13:15,43
2023-05-27 21:13:30,43
2023-05-27 21:13:45,43
2023-05-27 21:14:00,43
2023-05-27 21:14:15,43
2023-05-27 21:14:30,43
2023-05-27 21:14:45,43
2023-05-27 21:15:00,43
2023-05-27 21:15:15,43
2023-05-27 21:15:30,43
2023-05-27 21:15:45,43
2023-05-27 21:16:00,43
2023-05-27 21:16:15,43
2023-05-27 21:16:30,43
2023-05-27 21:16:45,43
2023-05-27 21:17:00,43
2023-05-27 21:17:15,43
2023-05-27 21:17:30,43
2023-05-27 21:17:45,43
2023-05-27 21:18:00,43
2023-05-27 21:18:15,43
2023-05-27 21:18:30,43
2023-05-27 21:18:45,43
2023-05-27 21:19:00,43
2023-05-27 21:19:15,43
2023-05-27 21:19:30,42
2023-05-27 21:19:45,42
2023-05-27 21:20:00,42
2023-05-27 21:20:15,42

