"Time","sum(kube_deployment_spec_replicas{namespace=""openfaas-fn""})"
2023-05-27 18:05:00,12
2023-05-27 18:05:15,12
2023-05-27 18:05:30,35
2023-05-27 18:05:45,35
2023-05-27 18:06:00,35
2023-05-27 18:06:15,35
2023-05-27 18:06:30,43
2023-05-27 18:06:45,43
2023-05-27 18:07:00,43
2023-05-27 18:07:15,43
2023-05-27 18:07:30,43
2023-05-27 18:07:45,43
2023-05-27 18:08:00,43
2023-05-27 18:08:15,43
2023-05-27 18:08:30,44
2023-05-27 18:08:45,44
2023-05-27 18:09:00,44
2023-05-27 18:09:15,44
2023-05-27 18:09:30,43
2023-05-27 18:09:45,43
2023-05-27 18:10:00,43
2023-05-27 18:10:15,43
2023-05-27 18:10:30,44
2023-05-27 18:10:45,44
2023-05-27 18:11:00,44
2023-05-27 18:11:15,44
2023-05-27 18:11:30,44
2023-05-27 18:11:45,44
2023-05-27 18:12:00,44
2023-05-27 18:12:15,44
2023-05-27 18:12:30,44
2023-05-27 18:12:45,44
2023-05-27 18:13:00,44
2023-05-27 18:13:15,44
2023-05-27 18:13:30,44
2023-05-27 18:13:45,44
2023-05-27 18:14:00,44
2023-05-27 18:14:15,44
2023-05-27 18:14:30,44
2023-05-27 18:14:45,44
2023-05-27 18:15:00,44
2023-05-27 18:15:15,44
2023-05-27 18:15:30,44
2023-05-27 18:15:45,44
2023-05-27 18:16:00,44
2023-05-27 18:16:15,44
2023-05-27 18:16:30,44
2023-05-27 18:16:45,44
2023-05-27 18:17:00,44
2023-05-27 18:17:15,44
2023-05-27 18:17:30,44
2023-05-27 18:17:45,44
2023-05-27 18:18:00,44
2023-05-27 18:18:15,44
2023-05-27 18:18:30,44
2023-05-27 18:18:45,44
2023-05-27 18:19:00,44
2023-05-27 18:19:15,44
2023-05-27 18:19:30,45
2023-05-27 18:19:45,45
2023-05-27 18:20:00,45
2023-05-27 18:20:15,45
2023-05-27 18:20:30,45
2023-05-27 18:20:45,45
2023-05-27 18:21:00,45
2023-05-27 18:21:15,45
2023-05-27 18:21:30,45
2023-05-27 18:21:45,45
2023-05-27 18:22:00,45
2023-05-27 18:22:15,45
2023-05-27 18:22:30,44
2023-05-27 18:22:45,44
2023-05-27 18:23:00,44
2023-05-27 18:23:15,44
2023-05-27 18:23:30,44
2023-05-27 18:23:45,44
2023-05-27 18:24:00,44
2023-05-27 18:24:15,44
2023-05-27 18:24:30,44
2023-05-27 18:24:45,44
2023-05-27 18:25:00,44
2023-05-27 18:25:15,44
2023-05-27 18:25:30,44
2023-05-27 18:25:45,44
2023-05-27 18:26:00,44
2023-05-27 18:26:15,44

