"Time","sum(kube_deployment_spec_replicas{namespace=""openfaas-fn""})"
2023-05-25 00:47:00,12
2023-05-25 00:47:15,12
2023-05-25 00:47:30,24
2023-05-25 00:47:45,24
2023-05-25 00:48:00,24
2023-05-25 00:48:15,24
2023-05-25 00:48:30,45
2023-05-25 00:48:45,45
2023-05-25 00:49:00,45
2023-05-25 00:49:15,45
2023-05-25 00:49:30,45
2023-05-25 00:49:45,45
2023-05-25 00:50:00,45
2023-05-25 00:50:15,45
2023-05-25 00:50:30,48
2023-05-25 00:50:45,48
2023-05-25 00:51:00,48
2023-05-25 00:51:15,48
2023-05-25 00:51:30,49
2023-05-25 00:51:45,49
2023-05-25 00:52:00,49
2023-05-25 00:52:15,49
2023-05-25 00:52:30,49
2023-05-25 00:52:45,49
2023-05-25 00:53:00,49
2023-05-25 00:53:15,49
2023-05-25 00:53:30,49
2023-05-25 00:53:45,49
2023-05-25 00:54:00,49
2023-05-25 00:54:15,49
2023-05-25 00:54:30,49
2023-05-25 00:54:45,49
2023-05-25 00:55:00,49
2023-05-25 00:55:15,49
2023-05-25 00:55:30,49
2023-05-25 00:55:45,49
2023-05-25 00:56:00,49
2023-05-25 00:56:15,49
2023-05-25 00:56:30,49
2023-05-25 00:56:45,49
2023-05-25 00:57:00,49
2023-05-25 00:57:15,49
2023-05-25 00:57:30,50
2023-05-25 00:57:45,50
2023-05-25 00:58:00,50
2023-05-25 00:58:15,50
2023-05-25 00:58:30,50
2023-05-25 00:58:45,50
2023-05-25 00:59:00,50
2023-05-25 00:59:15,50
2023-05-25 00:59:30,50
2023-05-25 00:59:45,50
2023-05-25 01:00:00,50
2023-05-25 01:00:15,50
2023-05-25 01:00:30,50
2023-05-25 01:00:45,50
2023-05-25 01:01:00,50
2023-05-25 01:01:15,50
2023-05-25 01:01:30,50
2023-05-25 01:01:45,50
2023-05-25 01:02:00,50
2023-05-25 01:02:15,50
2023-05-25 01:02:30,50
2023-05-25 01:02:45,50
2023-05-25 01:03:00,50
2023-05-25 01:03:15,50
2023-05-25 01:03:30,50
2023-05-25 01:03:45,50
2023-05-25 01:04:00,50
2023-05-25 01:04:15,50
2023-05-25 01:04:30,50
2023-05-25 01:04:45,50
2023-05-25 01:05:00,50
2023-05-25 01:05:15,50
2023-05-25 01:05:30,50
2023-05-25 01:05:45,50
2023-05-25 01:06:00,50
2023-05-25 01:06:15,50
2023-05-25 01:06:30,50
2023-05-25 01:06:45,50
2023-05-25 01:07:00,50
2023-05-25 01:07:15,50
2023-05-25 01:07:30,38
2023-05-25 01:07:45,38
2023-05-25 01:08:00,38
2023-05-25 01:08:15,38
2023-05-25 01:08:30,28

